,cell_id,banksy_leiden_0.7
addpfele-1,addpfele-1,NA
addphfof-1,addphfof-1,NA
addpjlcf-1,addpjlcf-1,NA
addplpij-1,addplpij-1,NA
adeafeom-1,adeafeom-1,NA
adeaflco-1,adeaflco-1,NA
adeagjim-1,adeagjim-1,NA
adeahebi-1,adeahebi-1,NA
adeaklil-1,adeaklil-1,NA
adeamndl-1,adeamndl-1,NA
adeaonkd-1,adeaonkd-1,NA
adebchod-1,adebchod-1,NA
adebdfpc-1,adebdfpc-1,NA
adebfocf-1,adebfocf-1,NA
adebhodp-1,adebhodp-1,NA
adeboomk-1,adeboomk-1,NA
adecfmgk-1,adecfmgk-1,NA
adecgpkh-1,adecgpkh-1,NA
adedamjj-1,adedamjj-1,NA
adedigkh-1,adedigkh-1,NA
adedjhoa-1,adedjhoa-1,NA
adedmeid-1,adedmeid-1,NA
adedmfnk-1,adedmfnk-1,NA
adeeackd-1,adeeackd-1,NA
adeechmp-1,adeechmp-1,NA
adeeebpm-1,adeeebpm-1,NA
adeeeemk-1,adeeeemk-1,NA
adeefnbi-1,adeefnbi-1,NA
adeeinfb-1,adeeinfb-1,NA
