,cell_id,banksy_leiden_0.7
bdkildjc-1,bdkildjc-1,13
bdkkghcc-1,bdkkghcc-1,13
bdklbfcj-1,bdklbfcj-1,13
bdklgjig-1,bdklgjig-1,13
bdklmdnh-1,bdklmdnh-1,13
bdkmacko-1,bdkmacko-1,13
bdkmbedp-1,bdkmbedp-1,13
bdkmfjkl-1,bdkmfjkl-1,13
bdkmjbcc-1,bdkmjbcc-1,13
bdkmjodk-1,bdkmjodk-1,13
bdkmoghe-1,bdkmoghe-1,13
bdknbblb-1,bdknbblb-1,13
bdknicka-1,bdknicka-1,13
bdknipce-1,bdknipce-1,13
bdkoajhn-1,bdkoajhn-1,13
bdkpolnb-1,bdkpolnb-1,13
bdlacpon-1,bdlacpon-1,13
bdladpce-1,bdladpce-1,13
bdlahhno-1,bdlahhno-1,13
bdlaipnl-1,bdlaipnl-1,13
bdlbcjla-1,bdlbcjla-1,13
bdlbigie-1,bdlbigie-1,13
bdlboiko-1,bdlboiko-1,13
bdlclobp-1,bdlclobp-1,13
bdlcmjfo-1,bdlcmjfo-1,13
bdldmkol-1,bdldmkol-1,15
bdldnnoj-1,bdldnnoj-1,15
bdleamgn-1,bdleamgn-1,1
bdleehkj-1,bdleehkj-1,2
bdlejogl-1,bdlejogl-1,2
bdlgfhbl-1,bdlgfhbl-1,2
bdlgkfee-1,bdlgkfee-1,2
bdlhgink-1,bdlhgink-1,2
bdlhnppj-1,bdlhnppj-1,4
bdlifjgm-1,bdlifjgm-1,3
bdlilfkh-1,bdlilfkh-1,15
bdljamho-1,bdljamho-1,12
bdljjfen-1,bdljjfen-1,4
bdlkandc-1,bdlkandc-1,13
bdlkhhco-1,bdlkhhco-1,13
bdlnnabi-1,bdlnnabi-1,6
bdlobnpl-1,bdlobnpl-1,13
bdlociaa-1,bdlociaa-1,13
bdlofcjb-1,bdlofcjb-1,13
bdlohhaa-1,bdlohhaa-1,13
bdlpacjg-1,bdlpacjg-1,13
bdlpalcb-1,bdlpalcb-1,13
bdlpkhij-1,bdlpkhij-1,13
