,cell_id,initial_cell_type,banksy_leiden_0.7
bghadfjk-1,bghadfjk-1,Hepatocyte,NA
bghcgapc-1,bghcgapc-1,Hepatocyte,NA
bghconpl-1,bghconpl-1,Hepatocyte,NA
bghcpfpk-1,bghcpfpk-1,Hepatocyte,NA
bghdanll-1,bghdanll-1,Myeloid,NA
bghdionc-1,bghdionc-1,Endothelial-Mural Cell,NA
bghdjgaf-1,bghdjgaf-1,Hepatocyte,NA
bghiebok-1,bghiebok-1,Hepatocyte,NA
bghjpomo-1,bghjpomo-1,Hepatocyte,NA
bghklbbg-1,bghklbbg-1,Hepatocyte,NA
bghlnioi-1,bghlnioi-1,Cholangiocyte,NA
bghlpdpg-1,bghlpdpg-1,Hepatocyte,NA
bghnakop-1,bghnakop-1,Hepatocyte,NA
bghnhjhe-1,bghnhjhe-1,Hepatocyte,NA
bghoddng-1,bghoddng-1,Hepatocyte,NA
bgibeoff-1,bgibeoff-1,Hepatocyte,NA
bgibpdjp-1,bgibpdjp-1,Hepatocyte,NA
bgicadil-1,bgicadil-1,Hepatocyte,NA
bgicifen-1,bgicifen-1,Hepatocyte,NA
bgidibai-1,bgidibai-1,Endothelial-Mural Cell,NA
bgiedoan-1,bgiedoan-1,Hepatocyte,NA
bgieekpp-1,bgieekpp-1,Hepatocyte,NA
bgifigfo-1,bgifigfo-1,Myeloid,NA
bgigipcp-1,bgigipcp-1,Hepatocyte,NA
bgihcffc-1,bgihcffc-1,Hepatocyte,NA
bgihkplp-1,bgihkplp-1,Cholangiocyte,NA
bgihnhkm-1,bgihnhkm-1,Endothelial-Mural Cell,NA
bgiidjge-1,bgiidjge-1,Fibroblast,NA
bgijeglm-1,bgijeglm-1,Hepatocyte,NA
bgilnhhm-1,bgilnhhm-1,Hepatocyte,NA
bgimelhl-1,bgimelhl-1,Hepatocyte,NA
bgimmjpm-1,bgimmjpm-1,Hepatocyte,NA
bgindeop-1,bgindeop-1,Hepatocyte,NA
bginiedn-1,bginiedn-1,Hepatocyte,NA
bginifgg-1,bginifgg-1,Hepatocyte,NA
bgjbdfkg-1,bgjbdfkg-1,Hepatocyte,NA
bgjbjjek-1,bgjbjjek-1,Hepatocyte,NA
bgjblinb-1,bgjblinb-1,Hepatocyte,NA
bgjbocpl-1,bgjbocpl-1,Hepatocyte,NA
bgjcmjcd-1,bgjcmjcd-1,Lymphocyte,NA
bgjegdaj-1,bgjegdaj-1,Endothelial-Mural Cell,NA
bgjiffce-1,bgjiffce-1,Hepatocyte,NA
bgjjjokh-1,bgjjjokh-1,Hepatocyte,NA
bgjjmmna-1,bgjjmmna-1,Lymphocyte,NA
bgjkigdi-1,bgjkigdi-1,Hepatocyte,NA
bgjknfga-1,bgjknfga-1,Hepatocyte,NA
bgjmcpbe-1,bgjmcpbe-1,Myeloid,NA
bgjmngkl-1,bgjmngkl-1,Hepatocyte,NA
bgjoofak-1,bgjoofak-1,Cholangiocyte,NA
bgkaghid-1,bgkaghid-1,Hepatocyte,NA
bgkaiabf-1,bgkaiabf-1,Hepatocyte,NA
bgkbnfil-1,bgkbnfil-1,Hepatocyte,NA
bgkclhge-1,bgkclhge-1,Hepatocyte,NA
bgkdnfak-1,bgkdnfak-1,Hepatocyte,NA
bgkegmko-1,bgkegmko-1,Hepatocyte,NA
bgkejlef-1,bgkejlef-1,Hepatocyte,NA
bgkekcab-1,bgkekcab-1,Hepatocyte,NA
bgkelfdc-1,bgkelfdc-1,Hepatocyte,NA
bgkfaged-1,bgkfaged-1,Hepatocyte,NA
bgkganni-1,bgkganni-1,Hepatocyte,NA
bgkggojo-1,bgkggojo-1,Hepatocyte,NA
bgkgjjnf-1,bgkgjjnf-1,Hepatocyte,NA
bgkjopeb-1,bgkjopeb-1,Hepatocyte,NA
bgkkhpnd-1,bgkkhpnd-1,Myeloid,NA
bgkklmle-1,bgkklmle-1,Hepatocyte,NA
bgkmkbgb-1,bgkmkbgb-1,Hepatocyte,NA
bgknanee-1,bgknanee-1,Hepatocyte,NA
bgknpjkd-1,bgknpjkd-1,Hepatocyte,NA
bgkokepe-1,bgkokepe-1,Hepatocyte,NA
bglacaio-1,bglacaio-1,Hepatocyte,NA
bglbdbib-1,bglbdbib-1,Cholangiocyte,NA
bglbhkfg-1,bglbhkfg-1,Hepatocyte,NA
bglccifk-1,bglccifk-1,Hepatocyte,NA
bglcfife-1,bglcfife-1,Hepatocyte,NA
bgldfcjb-1,bgldfcjb-1,Hepatocyte,NA
bglgblfj-1,bglgblfj-1,Hepatocyte,NA
bglgiiag-1,bglgiiag-1,Hepatocyte,NA
bglkccia-1,bglkccia-1,Hepatocyte,NA
bglkdcpk-1,bglkdcpk-1,Hepatocyte,NA
bglklojg-1,bglklojg-1,Hepatocyte,NA
bglmdppk-1,bglmdppk-1,Lymphocyte,NA
bglmohii-1,bglmohii-1,Hepatocyte,NA
bglokmnh-1,bglokmnh-1,Hepatocyte,NA
bglompnj-1,bglompnj-1,Hepatocyte,NA
bglpifep-1,bglpifep-1,Hepatocyte,NA
bgmbgdob-1,bgmbgdob-1,Hepatocyte,NA
bgmclndi-1,bgmclndi-1,Hepatocyte,NA
bgmefnon-1,bgmefnon-1,Hepatocyte,NA
bgmefoio-1,bgmefoio-1,Hepatocyte,NA
bgmekiik-1,bgmekiik-1,Hepatocyte,NA
bgmfenaj-1,bgmfenaj-1,Hepatocyte,NA
bgmfpoop-1,bgmfpoop-1,Hepatocyte,NA
bgmipgmh-1,bgmipgmh-1,Hepatocyte,NA
bgmjgcbn-1,bgmjgcbn-1,Hepatocyte,NA
bgmkjhdi-1,bgmkjhdi-1,Hepatocyte,NA
bgmljpjk-1,bgmljpjk-1,Hepatocyte,NA
bgmnhjef-1,bgmnhjef-1,Hepatocyte,NA
bgmoapcp-1,bgmoapcp-1,Hepatocyte,NA
bgmpdfmm-1,bgmpdfmm-1,Hepatocyte,NA
bgmpmllh-1,bgmpmllh-1,Hepatocyte,NA
bgnalgmk-1,bgnalgmk-1,Hepatocyte,NA
bgnaponi-1,bgnaponi-1,Hepatocyte,NA
bgndlmdk-1,bgndlmdk-1,Hepatocyte,NA
bgnemmmg-1,bgnemmmg-1,Endothelial-Mural Cell,NA
bgnfdhgk-1,bgnfdhgk-1,Cholangiocyte,NA
bgnfhand-1,bgnfhand-1,Hepatocyte,NA
bgnhjdbo-1,bgnhjdbo-1,Hepatocyte,NA
bgnkaleb-1,bgnkaleb-1,Hepatocyte,NA
bgnljnno-1,bgnljnno-1,Hepatocyte,NA
bgnloeko-1,bgnloeko-1,Hepatocyte,NA
bgnmeofb-1,bgnmeofb-1,Myeloid,NA
bgnmjhde-1,bgnmjhde-1,Fibroblast,NA
bgnodepd-1,bgnodepd-1,Cholangiocyte,NA
bgobdenc-1,bgobdenc-1,Lymphocyte,NA
bgobfebg-1,bgobfebg-1,Hepatocyte,NA
bgobnnaa-1,bgobnnaa-1,Hepatocyte,NA
bgockbnc-1,bgockbnc-1,Myeloid,NA
bgodaoik-1,bgodaoik-1,Myeloid,NA
bgoebpij-1,bgoebpij-1,Hepatocyte,NA
bgoedenb-1,bgoedenb-1,Hepatocyte,NA
bgoeefnm-1,bgoeefnm-1,Hepatocyte,NA
bgoenacp-1,bgoenacp-1,Hepatocyte,NA
bgofdcbj-1,bgofdcbj-1,Hepatocyte,NA
bgofpmke-1,bgofpmke-1,Hepatocyte,NA
bgogboce-1,bgogboce-1,Endothelial-Mural Cell,NA
bgogeenl-1,bgogeenl-1,Hepatocyte,NA
bgoijnnf-1,bgoijnnf-1,Hepatocyte,NA
bgoionol-1,bgoionol-1,Hepatocyte,NA
bgolfimb-1,bgolfimb-1,Hepatocyte,NA
bgomdglf-1,bgomdglf-1,Hepatocyte,NA
bgonehph-1,bgonehph-1,Endothelial-Mural Cell,NA
bgoofaok-1,bgoofaok-1,Hepatocyte,NA
bgoomkca-1,bgoomkca-1,Hepatocyte,NA
bgpacock-1,bgpacock-1,Hepatocyte,NA
bgpahbac-1,bgpahbac-1,Hepatocyte,NA
bgpapjkf-1,bgpapjkf-1,Hepatocyte,NA
bgpcdepi-1,bgpcdepi-1,Hepatocyte,NA
bgpcoheh-1,bgpcoheh-1,Hepatocyte,NA
bgpdjdgg-1,bgpdjdgg-1,Hepatocyte,NA
bgpeblgf-1,bgpeblgf-1,Hepatocyte,NA
bgpecndo-1,bgpecndo-1,Smooth muscle,NA
bgpefkpj-1,bgpefkpj-1,Hepatocyte,NA
bgpfgjmi-1,bgpfgjmi-1,Hepatocyte,NA
bgpgnkli-1,bgpgnkli-1,Hepatocyte,NA
bgphkplj-1,bgphkplj-1,Hepatocyte,NA
bgphmeok-1,bgphmeok-1,Hepatocyte,NA
bgpicfid-1,bgpicfid-1,Hepatocyte,NA
bgpmjlma-1,bgpmjlma-1,Hepatocyte,NA
bgpmlhkp-1,bgpmlhkp-1,Hepatocyte,NA
bgpmmjel-1,bgpmmjel-1,Hepatocyte,NA
bgpnbcbp-1,bgpnbcbp-1,Hepatocyte,NA
bgpnnoel-1,bgpnnoel-1,Hepatocyte,NA
bgppeakm-1,bgppeakm-1,Hepatocyte,NA
bhabjfoj-1,bhabjfoj-1,Hepatocyte,NA
bhabnmdl-1,bhabnmdl-1,Lymphocyte,NA
bhaciddi-1,bhaciddi-1,Hepatocyte,NA
bhaclnhd-1,bhaclnhd-1,Hepatocyte,NA
bhacokdk-1,bhacokdk-1,Hepatocyte,NA
bhaedegl-1,bhaedegl-1,Hepatocyte,NA
bhaegocf-1,bhaegocf-1,Hepatocyte,NA
bhagelkg-1,bhagelkg-1,Hepatocyte,NA
bhaidohb-1,bhaidohb-1,Hepatocyte,NA
bhakkgom-1,bhakkgom-1,Hepatocyte,NA
bhamdnig-1,bhamdnig-1,Hepatocyte,NA
bhamnoca-1,bhamnoca-1,Hepatocyte,NA
bhamooji-1,bhamooji-1,Hepatocyte,NA
bhampfok-1,bhampfok-1,Hepatocyte,NA
bhanpbmo-1,bhanpbmo-1,Hepatocyte,NA
bhapfmmp-1,bhapfmmp-1,Hepatocyte,NA
bhbcpfej-1,bhbcpfej-1,Hepatocyte,NA
bhbfmcfd-1,bhbfmcfd-1,Hepatocyte,NA
bhbgaobi-1,bhbgaobi-1,Hepatocyte,NA
bhbgeccd-1,bhbgeccd-1,Hepatocyte,NA
bhbgfaia-1,bhbgfaia-1,Hepatocyte,NA
bhbiddob-1,bhbiddob-1,Hepatocyte,NA
bhbigjpf-1,bhbigjpf-1,Hepatocyte,NA
bhbkdbgk-1,bhbkdbgk-1,Hepatocyte,NA
bhbkminb-1,bhbkminb-1,Hepatocyte,NA
bhblbdpk-1,bhblbdpk-1,Hepatocyte,NA
bhbloeoi-1,bhbloeoi-1,Hepatocyte,NA
bhboaahj-1,bhboaahj-1,Hepatocyte,NA
bhbodajl-1,bhbodajl-1,Endothelial-Mural Cell,NA
bhbplpfj-1,bhbplpfj-1,Hepatocyte,NA
bhcaccmj-1,bhcaccmj-1,Myeloid,NA
bhcbhfck-1,bhcbhfck-1,Hepatocyte,NA
bhccnean-1,bhccnean-1,Hepatocyte,NA
bhcdmiin-1,bhcdmiin-1,Hepatocyte,NA
bhcdpain-1,bhcdpain-1,Hepatocyte,NA
bhcehjbn-1,bhcehjbn-1,Hepatocyte,NA
bhcgegfg-1,bhcgegfg-1,Hepatocyte,NA
bhcgkogb-1,bhcgkogb-1,Myeloid,NA
bhcgmgif-1,bhcgmgif-1,Hepatocyte,NA
bhclcehk-1,bhclcehk-1,Hepatocyte,NA
bhclciio-1,bhclciio-1,Hepatocyte,NA
bhclhfef-1,bhclhfef-1,Hepatocyte,NA
bhcmijko-1,bhcmijko-1,Hepatocyte,NA
bhcnmpmf-1,bhcnmpmf-1,Hepatocyte,NA
bhcnooip-1,bhcnooip-1,Hepatocyte,NA
bhcoimak-1,bhcoimak-1,Hepatocyte,NA
bhdbddlc-1,bhdbddlc-1,Hepatocyte,NA
bhddbnjb-1,bhddbnjb-1,Hepatocyte,NA
bhddboei-1,bhddboei-1,Hepatocyte,NA
bhddnjam-1,bhddnjam-1,Hepatocyte,NA
bhdelanb-1,bhdelanb-1,Hepatocyte,NA
bhdephgb-1,bhdephgb-1,Hepatocyte,NA
bhdghmga-1,bhdghmga-1,Hepatocyte,NA
bhdgmnag-1,bhdgmnag-1,Hepatocyte,NA
bhdhdfnp-1,bhdhdfnp-1,Hepatocyte,NA
bhdhfhcn-1,bhdhfhcn-1,Hepatocyte,NA
bhdihbhk-1,bhdihbhk-1,Hepatocyte,NA
bhdipjdd-1,bhdipjdd-1,Hepatocyte,NA
bhdjabpf-1,bhdjabpf-1,Hepatocyte,NA
bhdjejmo-1,bhdjejmo-1,Hepatocyte,NA
bhdkhbie-1,bhdkhbie-1,Hepatocyte,NA
bhdlepdf-1,bhdlepdf-1,Hepatocyte,NA
bhdlplpc-1,bhdlplpc-1,Hepatocyte,NA
bhdoglpl-1,bhdoglpl-1,Hepatocyte,NA
bhecglle-1,bhecglle-1,Hepatocyte,NA
bhechjfl-1,bhechjfl-1,Hepatocyte,NA
bhecoglm-1,bhecoglm-1,Hepatocyte,NA
bheenfmc-1,bheenfmc-1,Hepatocyte,NA
bhefkdam-1,bhefkdam-1,Hepatocyte,NA
bhegjgpj-1,bhegjgpj-1,Hepatocyte,NA
bheglloo-1,bheglloo-1,Hepatocyte,NA
bhehbndo-1,bhehbndo-1,Hepatocyte,NA
bhehbnhe-1,bhehbnhe-1,Myeloid,NA
bhehijao-1,bhehijao-1,Hepatocyte,NA
bhejbabe-1,bhejbabe-1,Hepatocyte,NA
bhejfnjf-1,bhejfnjf-1,Hepatocyte,NA
bhenccfg-1,bhenccfg-1,Hepatocyte,NA
bhenmgbd-1,bhenmgbd-1,Hepatocyte,NA
bheommjl-1,bheommjl-1,Hepatocyte,NA
bheppddi-1,bheppddi-1,Hepatocyte,NA
bhfccpbm-1,bhfccpbm-1,Hepatocyte,NA
bhfcfnfb-1,bhfcfnfb-1,Hepatocyte,NA
bhfcofip-1,bhfcofip-1,Hepatocyte,NA
bhfdmfno-1,bhfdmfno-1,Myeloid,NA
bhfehclk-1,bhfehclk-1,Hepatocyte,NA
bhfehmmp-1,bhfehmmp-1,Hepatocyte,NA
bhfenpok-1,bhfenpok-1,Hepatocyte,NA
bhfiljmc-1,bhfiljmc-1,Hepatocyte,NA
bhfjeekm-1,bhfjeekm-1,Hepatocyte,NA
bhfkpnln-1,bhfkpnln-1,Hepatocyte,NA
bhfnkaik-1,bhfnkaik-1,Hepatocyte,NA
bhfnljcm-1,bhfnljcm-1,Hepatocyte,NA
bhgadkbo-1,bhgadkbo-1,Hepatocyte,NA
bhgbjckh-1,bhgbjckh-1,Hepatocyte,NA
bhgfdcjj-1,bhgfdcjj-1,Hepatocyte,NA
bhgfndib-1,bhgfndib-1,Hepatocyte,NA
bhgfnfbo-1,bhgfnfbo-1,Hepatocyte,NA
bhgkdemn-1,bhgkdemn-1,Hepatocyte,NA
bhglmkof-1,bhglmkof-1,Hepatocyte,NA
bhgnfndm-1,bhgnfndm-1,Endothelial-Mural Cell,NA
bhgnkkkn-1,bhgnkkkn-1,Myeloid,NA
bhhaambm-1,bhhaambm-1,Hepatocyte,NA
bhhbhkhc-1,bhhbhkhc-1,Hepatocyte,NA
bhhgakoc-1,bhhgakoc-1,Hepatocyte,NA
bhhgiamd-1,bhhgiamd-1,Hepatocyte,NA
bhhgiede-1,bhhgiede-1,Hepatocyte,NA
bhhhbknm-1,bhhhbknm-1,Hepatocyte,NA
bhhhjmmc-1,bhhhjmmc-1,Hepatocyte,NA
bhhkhaaf-1,bhhkhaaf-1,Hepatocyte,NA
bhhknomb-1,bhhknomb-1,Hepatocyte,NA
bhhlmhde-1,bhhlmhde-1,Hepatocyte,NA
bhhndojg-1,bhhndojg-1,Hepatocyte,NA
bhhngnbi-1,bhhngnbi-1,Endothelial-Mural Cell,NA
bhhpiicg-1,bhhpiicg-1,Hepatocyte,NA
bhiafgeb-1,bhiafgeb-1,Hepatocyte,NA
bhibccoe-1,bhibccoe-1,Hepatocyte,NA
bhibmagi-1,bhibmagi-1,Hepatocyte,NA
bhicmcdn-1,bhicmcdn-1,Hepatocyte,NA
bhieleme-1,bhieleme-1,Hepatocyte,NA
bhighano-1,bhighano-1,Hepatocyte,NA
bhihcged-1,bhihcged-1,Hepatocyte,NA
bhihgilj-1,bhihgilj-1,Hepatocyte,NA
bhikaomi-1,bhikaomi-1,Hepatocyte,NA
bhimenlc-1,bhimenlc-1,Hepatocyte,NA
bhimjlii-1,bhimjlii-1,Hepatocyte,NA
bhiobejp-1,bhiobejp-1,Hepatocyte,NA
bhippgee-1,bhippgee-1,Necrosis,NA
bhjbjhea-1,bhjbjhea-1,Hepatocyte,NA
bhjdgdam-1,bhjdgdam-1,Hepatocyte,NA
bhjfjiah-1,bhjfjiah-1,Hepatocyte,NA
bhjflgem-1,bhjflgem-1,Hepatocyte,NA
bhjgmbdd-1,bhjgmbdd-1,Necrosis,NA
bhjgnofe-1,bhjgnofe-1,Hepatocyte,NA
bhjhjije-1,bhjhjije-1,Hepatocyte,NA
bhjilgmn-1,bhjilgmn-1,Hepatocyte,NA
bhjjbdgc-1,bhjjbdgc-1,Hepatocyte,NA
bhjkekhj-1,bhjkekhj-1,Hepatocyte,NA
bhjkiflo-1,bhjkiflo-1,Hepatocyte,NA
bhjmnmfo-1,bhjmnmfo-1,Hepatocyte,NA
bhjmodml-1,bhjmodml-1,Hepatocyte,NA
bhjopebg-1,bhjopebg-1,Hepatocyte,NA
bhjphjjp-1,bhjphjjp-1,Hepatocyte,NA
bhkbhbml-1,bhkbhbml-1,Hepatocyte,NA
bhkbkgod-1,bhkbkgod-1,Hepatocyte,NA
bhkcidid-1,bhkcidid-1,Hepatocyte,NA
bhkfkclh-1,bhkfkclh-1,Hepatocyte,NA
bhkheopk-1,bhkheopk-1,Hepatocyte,NA
bhkhooeh-1,bhkhooeh-1,Hepatocyte,NA
bhkinokg-1,bhkinokg-1,Hepatocyte,NA
bhkkcmih-1,bhkkcmih-1,Hepatocyte,NA
bhklhmbm-1,bhklhmbm-1,Hepatocyte,NA
bhklpcci-1,bhklpcci-1,Hepatocyte,NA
bhkpecjm-1,bhkpecjm-1,Hepatocyte,NA
bhkpenap-1,bhkpenap-1,Hepatocyte,NA
bhkpipdd-1,bhkpipdd-1,Hepatocyte,NA
bhkpkmgf-1,bhkpkmgf-1,Hepatocyte,NA
bhlajcad-1,bhlajcad-1,Hepatocyte,NA
bhlaldko-1,bhlaldko-1,Hepatocyte,NA
bhlbbnac-1,bhlbbnac-1,Hepatocyte,NA
bhlbhhao-1,bhlbhhao-1,Hepatocyte,NA
bhlcnpaa-1,bhlcnpaa-1,Hepatocyte,NA
bhldnfdn-1,bhldnfdn-1,Lymphocyte,NA
bhlemmfj-1,bhlemmfj-1,Hepatocyte,NA
bhlfjgpp-1,bhlfjgpp-1,Hepatocyte,NA
bhlgdbpf-1,bhlgdbpf-1,Hepatocyte,NA
bhlhajjp-1,bhlhajjp-1,Hepatocyte,NA
bhlhidlc-1,bhlhidlc-1,Hepatocyte,NA
bhlhlnbj-1,bhlhlnbj-1,Hepatocyte,NA
bhlhncmb-1,bhlhncmb-1,Hepatocyte,NA
bhljjfjp-1,bhljjfjp-1,Hepatocyte,NA
bhlknokp-1,bhlknokp-1,Hepatocyte,NA
bhlljnpe-1,bhlljnpe-1,Hepatocyte,NA
bhlnfjoh-1,bhlnfjoh-1,Hepatocyte,NA
bhlphbcd-1,bhlphbcd-1,Hepatocyte,NA
bhlpikcn-1,bhlpikcn-1,Hepatocyte,NA
bhmdmeph-1,bhmdmeph-1,Hepatocyte,NA
bhmedfgm-1,bhmedfgm-1,Hepatocyte,NA
bhmejjig-1,bhmejjig-1,Endothelial-Mural Cell,NA
bhmfdbbp-1,bhmfdbbp-1,Hepatocyte,NA
bhmfdbfi-1,bhmfdbfi-1,Hepatocyte,NA
bhmfeegj-1,bhmfeegj-1,Hepatocyte,NA
bhmfjpib-1,bhmfjpib-1,Necrosis,NA
bhmgcdga-1,bhmgcdga-1,Cholangiocyte,NA
bhmhbpkg-1,bhmhbpkg-1,Lymphocyte,NA
bhmhmdml-1,bhmhmdml-1,Fibroblast,NA
bhmjbnmg-1,bhmjbnmg-1,Fibroblast,NA
bhmjnihm-1,bhmjnihm-1,Cholangiocyte,NA
bhmmibjp-1,bhmmibjp-1,Fibroblast,NA
bhnakmig-1,bhnakmig-1,Cholangiocyte,NA
bhncjapg-1,bhncjapg-1,Cholangiocyte,NA
bhncnclc-1,bhncnclc-1,Fibroblast,NA
bhnhjedf-1,bhnhjedf-1,Fibroblast,NA
bhnijpcj-1,bhnijpcj-1,Cholangiocyte,NA
bhnjkaii-1,bhnjkaii-1,Cholangiocyte,NA
bhnklldf-1,bhnklldf-1,Hepatocyte,NA
bhnlillm-1,bhnlillm-1,Cholangiocyte,NA
bhnmhokg-1,bhnmhokg-1,Hepatocyte,NA
bhnmjgfn-1,bhnmjgfn-1,Hepatocyte,NA
bhnocljm-1,bhnocljm-1,Hepatocyte,NA
bhnpjanp-1,bhnpjanp-1,Hepatocyte,NA
bhnpkacm-1,bhnpkacm-1,Hepatocyte,NA
bhoaiemo-1,bhoaiemo-1,Hepatocyte,NA
bhobbdbb-1,bhobbdbb-1,Hepatocyte,NA
bhobjanc-1,bhobjanc-1,Hepatocyte,NA
bhodompb-1,bhodompb-1,Hepatocyte,NA
bhoejhok-1,bhoejhok-1,Cholangiocyte,NA
bhohefgm-1,bhohefgm-1,Cholangiocyte,NA
bhohoell-1,bhohoell-1,Necrosis,NA
bhoioehl-1,bhoioehl-1,Lymphocyte,NA
bholeehl-1,bholeehl-1,Lymphocyte,NA
bhomgcdn-1,bhomgcdn-1,Cholangiocyte,NA
bhomlbdo-1,bhomlbdo-1,Cholangiocyte,NA
bhonefmg-1,bhonefmg-1,Cholangiocyte,NA
bhonlgpj-1,bhonlgpj-1,Cholangiocyte,NA
bhoofkgg-1,bhoofkgg-1,Hepatocyte,NA
bhoolnhe-1,bhoolnhe-1,Fibroblast,NA
bhopgfkc-1,bhopgfkc-1,Hepatocyte,NA
bhoppglh-1,bhoppglh-1,Hepatocyte,NA
bhpagglb-1,bhpagglb-1,Necrosis,NA
bhpbbion-1,bhpbbion-1,Hepatocyte,NA
bhpbelcp-1,bhpbelcp-1,Hepatocyte,NA
bhpebbaj-1,bhpebbaj-1,Hepatocyte,NA
bhpeghjm-1,bhpeghjm-1,Hepatocyte,NA
bhpjmepi-1,bhpjmepi-1,Hepatocyte,NA
bhplimpj-1,bhplimpj-1,Hepatocyte,NA
bhplngfb-1,bhplngfb-1,Hepatocyte,NA
bhpnhblk-1,bhpnhblk-1,Hepatocyte,NA
bhpnjbco-1,bhpnjbco-1,Hepatocyte,NA
bhpnmbpb-1,bhpnmbpb-1,Hepatocyte,NA
bhppkkoc-1,bhppkkoc-1,Hepatocyte,NA
bhppmiga-1,bhppmiga-1,Hepatocyte,NA
biaacicc-1,biaacicc-1,Hepatocyte,NA
biaaepch-1,biaaepch-1,Hepatocyte,NA
biaaheji-1,biaaheji-1,Tumor,NA
biabalcd-1,biabalcd-1,Hepatocyte,NA
biabfean-1,biabfean-1,Hepatocyte,NA
biaccjen-1,biaccjen-1,Hepatocyte,NA
biaeakpa-1,biaeakpa-1,Hepatocyte,NA
biaeodbn-1,biaeodbn-1,Hepatocyte,NA
biafmlho-1,biafmlho-1,Hepatocyte,NA
biajcfmd-1,biajcfmd-1,Hepatocyte,NA
biajkahm-1,biajkahm-1,Hepatocyte,NA
biakbpfa-1,biakbpfa-1,Necrosis,NA
biamkome-1,biamkome-1,Hepatocyte,NA
biaocejf-1,biaocejf-1,Hepatocyte,NA
bibcegfn-1,bibcegfn-1,Hepatocyte,NA
bibcgakl-1,bibcgakl-1,Hepatocyte,NA
bibdmoeo-1,bibdmoeo-1,Hepatocyte,NA
bibdnleh-1,bibdnleh-1,Hepatocyte,NA
bibebckp-1,bibebckp-1,Hepatocyte,NA
bibgkkgp-1,bibgkkgp-1,Hepatocyte,NA
bibhkdka-1,bibhkdka-1,Hepatocyte,NA
bibkdcih-1,bibkdcih-1,Hepatocyte,NA
bibkmoki-1,bibkmoki-1,Hepatocyte,NA
biblapba-1,biblapba-1,Hepatocyte,NA
biblelme-1,biblelme-1,Hepatocyte,NA
biblnnhg-1,biblnnhg-1,Hepatocyte,NA
biblpbdi-1,biblpbdi-1,Hepatocyte,NA
bicbepla-1,bicbepla-1,Myeloid,NA
bicdhipl-1,bicdhipl-1,Hepatocyte,NA
bicehgjm-1,bicehgjm-1,Hepatocyte,NA
bicflpjk-1,bicflpjk-1,Hepatocyte,NA
bicgioke-1,bicgioke-1,Lymphocyte,NA
bichogge-1,bichogge-1,Hepatocyte,NA
biclbmeb-1,biclbmeb-1,Hepatocyte,NA
bicmacep-1,bicmacep-1,Hepatocyte,NA
bicmeohn-1,bicmeohn-1,Hepatocyte,NA
bicnfmjk-1,bicnfmjk-1,Hepatocyte,NA
bicpgnhi-1,bicpgnhi-1,Hepatocyte,NA
bicppfci-1,bicppfci-1,Hepatocyte,NA
bidakibe-1,bidakibe-1,Hepatocyte,NA
bidbppbj-1,bidbppbj-1,Hepatocyte,NA
bidcaacc-1,bidcaacc-1,Hepatocyte,NA
biddbdnl-1,biddbdnl-1,Hepatocyte,NA
bideioep-1,bideioep-1,Necrosis,NA
bidejbnn-1,bidejbnn-1,Hepatocyte,NA
bideolpi-1,bideolpi-1,Hepatocyte,NA
bidfpnko-1,bidfpnko-1,Hepatocyte,NA
bidhbdji-1,bidhbdji-1,Hepatocyte,NA
bidhdjli-1,bidhdjli-1,Hepatocyte,NA
bidhdlhf-1,bidhdlhf-1,Cholangiocyte,NA
bidiioda-1,bidiioda-1,Cholangiocyte,NA
bidiliek-1,bidiliek-1,Cholangiocyte,NA
bidjamjc-1,bidjamjc-1,Cholangiocyte,NA
bidjdphb-1,bidjdphb-1,Cholangiocyte,NA
bidjjfib-1,bidjjfib-1,Myeloid,NA
bidjlfha-1,bidjlfha-1,Fibroblast,NA
bidldfgk-1,bidldfgk-1,Fibroblast,NA
bidlfdoe-1,bidlfdoe-1,Hepatocyte,NA
bidllgch-1,bidllgch-1,Smooth muscle,NA
bidmepam-1,bidmepam-1,Fibroblast,1
bidnhphi-1,bidnhphi-1,Smooth muscle,1
bidnijnc-1,bidnijnc-1,Myeloid,1
bidomjdi-1,bidomjdi-1,Fibroblast,1
bidopfbd-1,bidopfbd-1,Lymphocyte,1
bieafmni-1,bieafmni-1,Lymphocyte,4
biebmlln-1,biebmlln-1,Lymphocyte,15
biecgkhp-1,biecgkhp-1,Lymphocyte,1
biedgnnm-1,biedgnnm-1,Fibroblast,1
biedlibi-1,biedlibi-1,Lymphocyte,1
bieecabd-1,bieecabd-1,Lymphocyte,1
bieehaie-1,bieehaie-1,Lymphocyte,1
biefllhn-1,biefllhn-1,Lymphocyte,1
biegggmn-1,biegggmn-1,Lymphocyte,1
biejgcgf-1,biejgcgf-1,Lymphocyte,1
biekkjgd-1,biekkjgd-1,Lymphocyte,1
bielakjh-1,bielakjh-1,Lymphocyte,1
bielffne-1,bielffne-1,Cholangiocyte,21
bielpanl-1,bielpanl-1,Cholangiocyte,21
bienjche-1,bienjche-1,Cholangiocyte,21
bieopihb-1,bieopihb-1,Cholangiocyte,21
bifabkca-1,bifabkca-1,Cholangiocyte,21
bifegine-1,bifegine-1,Cholangiocyte,21
biffeabi-1,biffeabi-1,Cholangiocyte,21
biffpeoo-1,biffpeoo-1,Cholangiocyte,21
bifhkhcc-1,bifhkhcc-1,Fibroblast,8
bifhmkge-1,bifhmkge-1,Fibroblast,1
